player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,BB,IBB,HBP,SO,GDP,AVG,SLG,OBP,team,year
伊藤 隼太,63,150,135,10,34,7,0,2,47,12,0,1,1,3,11,0,0,31,0,0.252,0.348,0.302,阪神,2015
今成 亮太,93,304,269,25,76,7,0,1,86,16,1,1,8,1,24,0,2,78,1,0.283,0.32,0.345,阪神,2015
岩崎 優,15,28,26,0,4,0,0,0,4,0,0,0,2,0,0,0,0,8,0,0.154,0.154,0.154,阪神,2015
岩貞 祐太,5,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0.0,0.0,0.0,阪神,2015
岩田 稔,27,60,54,1,5,0,1,0,7,3,0,0,6,0,0,0,0,23,3,0.093,0.13,0.093,阪神,2015
岩本 輝,13,9,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,1,0.0,0.0,0.125,阪神,2015
上本 博紀,108,452,375,44,95,18,1,4,127,31,19,11,29,0,44,1,4,69,1,0.253,0.339,0.338,阪神,2015
梅野 隆太郎,56,149,138,16,33,9,1,4,56,18,0,2,4,0,6,0,1,33,2,0.239,0.406,0.276,阪神,2015
江越 大賀,56,176,168,21,36,8,3,5,65,16,2,0,0,0,6,0,2,64,0,0.214,0.387,0.25,阪神,2015
岡崎 太一,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,阪神,2015
狩野 恵輔,66,93,84,6,23,4,0,3,36,13,1,0,0,1,4,0,4,12,3,0.274,0.429,0.333,阪神,2015
桑原 謙太朗,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,阪神,2015
ゴメス,143,601,520,49,141,28,0,17,220,72,0,1,0,3,72,1,6,134,15,0.271,0.423,0.364,阪神,2015
小宮山 慎二,10,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,阪神,2015
サンティアゴ,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,阪神,2015
坂 克彦,87,46,40,2,7,0,1,0,9,2,1,0,2,0,3,0,1,13,0,0.175,0.225,0.25,阪神,2015
柴田 講平,20,49,42,2,8,1,0,0,9,2,0,0,3,0,3,0,1,15,0,0.19,0.214,0.261,阪神,2015
俊介,112,126,102,21,25,5,0,0,30,2,3,3,13,0,9,0,2,20,2,0.245,0.294,0.319,阪神,2015
関本 賢太郎,55,54,42,1,11,0,0,0,11,10,1,0,0,1,8,0,3,10,1,0.262,0.262,0.407,阪神,2015
田上 健一,9,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,阪神,2015
鶴 直人,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,阪神,2015
鶴岡 一成,70,179,153,16,35,8,0,1,46,15,0,0,10,1,15,1,0,43,2,0.229,0.301,0.296,阪神,2015
鳥谷 敬,143,646,551,69,155,21,4,6,202,42,9,6,2,3,89,2,1,77,8,0.281,0.367,0.38,阪神,2015
中谷 将大,11,11,11,1,2,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0.182,0.182,0.182,阪神,2015
西岡 剛,50,196,172,20,45,8,0,2,59,14,1,3,0,1,22,0,1,21,5,0.262,0.343,0.347,阪神,2015
能見 篤史,27,59,54,2,7,1,0,0,8,2,0,0,4,0,1,0,0,27,3,0.13,0.148,0.145,阪神,2015
福留 孝介,140,569,495,53,139,24,3,20,229,76,1,2,1,7,65,1,1,75,15,0.281,0.463,0.361,阪神,2015
藤井 彰人,71,159,134,8,23,1,1,0,26,3,0,0,4,0,21,1,0,20,4,0.172,0.194,0.284,阪神,2015
藤浪 晋太郎,28,69,57,2,8,2,0,0,10,6,0,0,9,1,2,0,0,31,0,0.14,0.175,0.167,阪神,2015
ペレス,3,10,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0.0,0.0,0.1,阪神,2015
北條 史也,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,阪神,2015
マートン,140,583,544,46,150,27,0,9,204,59,0,1,0,5,31,0,3,77,21,0.276,0.375,0.316,阪神,2015
松田 遼馬,30,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,阪神,2015
メッセンジャー,29,59,52,2,5,0,0,0,5,1,0,0,7,0,0,0,0,15,0,0.096,0.096,0.096,阪神,2015
森越 祐人,7,8,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0.0,0.0,0.125,阪神,2015
大和,123,293,249,25,56,5,0,0,61,12,5,7,28,0,12,2,4,35,2,0.225,0.245,0.272,阪神,2015
山本 翔也,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,阪神,2015
横山 雄哉,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,阪神,2015
安達 了一,139,593,506,57,121,16,3,11,176,55,16,15,29,4,48,0,6,68,11,0.239,0.348,0.31,オリックス,2015
糸井 嘉男,132,565,484,61,127,22,0,17,200,68,11,4,0,1,72,2,8,78,10,0.262,0.413,0.366,オリックス,2015
伊藤 光,104,290,247,20,67,9,1,1,81,28,0,1,11,2,29,1,1,53,4,0.271,0.328,0.348,オリックス,2015
岩崎 恭平,35,113,96,13,27,2,0,4,41,8,2,2,8,0,8,0,1,23,0,0.281,0.427,0.343,オリックス,2015
小田 裕也,31,97,89,14,29,4,1,2,41,6,6,1,3,0,4,0,1,23,1,0.326,0.461,0.362,オリックス,2015
カラバイヨ,64,247,222,26,56,9,0,12,101,35,0,1,0,3,17,0,5,63,3,0.252,0.455,0.316,オリックス,2015
金子 千尋,16,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,オリックス,2015
川端 崇義,56,141,134,9,32,4,2,0,40,7,1,0,0,1,5,0,1,17,3,0.239,0.299,0.27,オリックス,2015
小島 脩平,41,52,47,8,8,2,0,0,10,6,3,3,1,0,4,0,0,12,1,0.17,0.213,0.235,オリックス,2015
小谷野 栄一,56,206,183,19,54,9,0,4,75,22,0,1,5,2,13,1,3,22,7,0.295,0.41,0.348,オリックス,2015
坂口 智隆,36,121,107,8,28,7,0,1,38,5,1,0,1,1,12,0,0,18,1,0.262,0.355,0.333,オリックス,2015
縞田 拓弥,80,152,133,17,30,10,1,2,48,16,3,0,6,1,12,0,0,30,1,0.226,0.361,0.288,オリックス,2015
駿太,135,382,334,31,78,8,2,2,96,31,8,9,15,3,24,0,6,69,4,0.234,0.287,0.294,オリックス,2015
武田 健吾,9,16,14,0,1,0,0,0,1,0,0,0,1,0,1,0,0,4,0,0.071,0.071,0.133,オリックス,2015
竹原 直隆,41,88,75,9,20,8,0,2,34,13,0,0,0,0,12,0,1,14,2,0.267,0.453,0.375,オリックス,2015
田中 大輔,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,オリックス,2015
谷 佳知,11,32,27,5,5,1,0,0,6,3,0,0,0,0,4,0,1,2,0,0.185,0.222,0.313,オリックス,2015
堤 裕貴,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,オリックス,2015
Ｔ－岡田,105,416,389,44,109,19,2,11,165,51,2,0,0,4,17,0,6,80,9,0.28,0.424,0.317,オリックス,2015
ディクソン,20,5,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.25,0.25,0.25,オリックス,2015
鉄平,13,22,22,0,3,1,0,0,4,1,0,0,0,0,0,0,0,2,1,0.136,0.182,0.136,オリックス,2015
東明 大貴,25,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0.25,0.25,0.25,オリックス,2015
中島 裕之,117,483,417,43,100,19,0,10,149,46,1,2,0,1,53,1,12,93,10,0.24,0.357,0.342,オリックス,2015
中村 一生,67,38,35,6,7,3,0,0,10,5,2,6,3,0,0,0,0,8,0,0.2,0.286,0.2,オリックス,2015
西 勇輝,24,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,オリックス,2015
西野 真弘,57,213,191,31,58,6,2,3,77,22,9,2,2,0,18,0,2,25,0,0.304,0.403,0.37,オリックス,2015
原 拓也,92,148,135,14,23,2,0,2,31,8,1,0,2,0,10,0,1,34,1,0.17,0.23,0.233,オリックス,2015
平野 恵一,29,123,107,12,28,4,0,0,32,5,1,0,3,1,11,1,1,11,1,0.262,0.299,0.333,オリックス,2015
ブランコ,52,189,165,13,32,1,0,9,60,24,0,0,0,2,21,1,1,53,2,0.194,0.364,0.286,オリックス,2015
伏見 寅威,20,26,22,2,6,1,0,0,7,0,0,0,2,0,1,0,1,6,1,0.273,0.318,0.333,オリックス,2015
ヘルマン,73,245,221,31,59,8,1,1,72,15,17,2,0,0,24,0,0,40,7,0.267,0.326,0.339,オリックス,2015
松葉 貴大,18,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,オリックス,2015
宮崎 祐樹,43,148,131,13,33,4,1,0,39,14,3,4,3,0,13,0,1,25,3,0.252,0.298,0.324,オリックス,2015
山崎 勝己,79,188,147,12,30,5,0,0,35,14,1,1,19,1,13,0,8,31,2,0.204,0.238,0.302,オリックス,2015
山崎 福也,17,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,オリックス,2015
山本 和作,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,オリックス,2015
吉田 一将,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,オリックス,2015
若月 健矢,5,11,11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.091,0.091,0.091,オリックス,2015
阿部 俊人,66,110,102,10,20,2,1,0,24,5,6,4,5,0,2,0,1,21,1,0.196,0.235,0.219,楽天,2015
伊志嶺 忠,54,149,133,13,32,5,0,3,46,14,0,1,3,0,12,0,1,36,2,0.241,0.346,0.308,楽天,2015
伊東 亮大,8,23,22,2,6,1,0,2,13,2,1,0,0,0,0,0,1,5,1,0.273,0.591,0.304,楽天,2015
岩崎 達郎,44,42,38,5,10,1,0,0,11,6,0,0,2,0,2,0,0,12,0,0.263,0.289,0.3,楽天,2015
ウィーラー,91,313,274,28,70,12,0,14,124,50,1,0,0,3,30,0,6,63,6,0.255,0.453,0.339,楽天,2015
榎本 葵,15,19,18,3,1,0,0,0,1,0,0,0,0,0,1,0,0,5,0,0.056,0.056,0.105,楽天,2015
岡島 豪郎,41,155,137,13,23,5,2,1,35,13,7,2,4,2,12,0,0,15,0,0.168,0.255,0.232,楽天,2015
小山 桂司,6,6,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0.0,0.0,0.0,楽天,2015
辛島 航,14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,楽天,2015
菊池 保則,18,5,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0.25,0.25,0.25,楽天,2015
北川 倫太郎,31,86,79,8,17,3,0,0,20,4,3,1,0,1,6,0,0,19,2,0.215,0.253,0.267,楽天,2015
銀次,82,354,316,24,95,10,1,1,110,36,8,3,3,4,30,1,1,19,5,0.301,0.348,0.359,楽天,2015
小斉 祐輔,17,47,43,2,6,1,0,0,7,2,0,0,0,1,3,0,0,14,2,0.14,0.163,0.191,楽天,2015
小関 翔太,40,78,68,6,11,1,0,1,15,5,0,1,6,0,3,0,1,12,3,0.162,0.221,0.208,楽天,2015
後藤 光尊,117,444,413,31,98,18,0,9,143,42,13,8,10,4,12,0,5,48,8,0.237,0.346,0.265,楽天,2015
サンチェス,66,232,199,19,45,12,0,7,78,18,3,2,0,2,27,0,4,40,4,0.226,0.392,0.328,楽天,2015
塩見 貴洋,16,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,楽天,2015
嶋 基宏,117,411,338,28,74,9,1,4,97,18,6,3,11,1,60,4,1,69,11,0.219,0.287,0.338,楽天,2015
島内 宏明,25,81,74,6,15,2,3,0,23,6,5,1,2,1,4,0,0,6,0,0.203,0.311,0.241,楽天,2015
中川 大志,62,206,187,14,44,8,0,5,67,21,2,1,1,2,12,0,4,60,6,0.235,0.358,0.293,楽天,2015
西田 哲朗,62,183,168,19,37,7,0,1,47,8,2,4,4,0,11,0,0,44,4,0.22,0.28,0.268,楽天,2015
西村 弥,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,楽天,2015
則本 昂大,28,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,楽天,2015
聖澤 諒,86,288,258,26,65,12,2,0,81,12,15,5,4,1,23,0,2,68,4,0.252,0.314,0.317,楽天,2015
フェルナンド,39,84,78,3,15,2,0,1,20,7,0,0,0,0,6,0,0,25,4,0.192,0.256,0.25,楽天,2015
福田 将儀,67,210,185,20,40,7,0,1,50,12,5,8,8,1,13,0,3,45,2,0.216,0.27,0.277,楽天,2015
藤田 一也,111,451,392,38,106,14,1,5,137,43,8,3,16,7,28,2,8,30,3,0.27,0.349,0.326,楽天,2015
ペーニャ,125,492,406,51,109,20,1,17,182,40,1,3,0,0,70,0,16,111,5,0.268,0.448,0.396,楽天,2015
牧田 明久,82,172,151,17,47,5,1,1,57,14,4,3,2,2,14,0,3,14,7,0.311,0.377,0.376,楽天,2015
枡田 慎太郎,28,94,82,7,19,2,1,2,29,7,3,1,0,0,12,0,0,24,3,0.232,0.354,0.33,楽天,2015
松井 稼頭央,126,501,445,52,114,17,1,10,163,48,14,2,7,3,43,3,3,82,7,0.256,0.366,0.324,楽天,2015
美馬 学,16,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,楽天,2015
三好 匠,9,33,29,2,6,1,1,0,9,3,0,0,2,0,1,0,1,9,1,0.207,0.31,0.258,楽天,2015
ムリーロ,9,37,32,1,10,1,0,0,11,1,2,0,0,0,5,0,0,3,1,0.313,0.344,0.405,楽天,2015
森山 周,47,21,15,11,3,1,0,0,4,0,9,3,4,0,2,0,0,4,2,0.2,0.267,0.294,楽天,2015
山崎 浩司,40,80,71,4,10,1,0,0,11,2,0,0,8,0,1,0,0,12,1,0.141,0.155,0.153,楽天,2015
レイ,22,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,楽天,2015
淺間 大基,46,140,130,16,37,6,3,0,49,10,4,2,3,2,5,0,0,29,2,0.285,0.377,0.307,日本ハム,2015
有原 航平,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,日本ハム,2015
飯山 裕志,75,29,24,4,6,2,0,0,8,4,0,1,4,0,1,0,0,6,0,0.25,0.333,0.28,日本ハム,2015
石川 慎吾,43,99,87,11,18,4,1,2,30,11,1,1,2,0,9,0,1,11,2,0.207,0.345,0.289,日本ハム,2015
石川 亮,27,31,28,1,6,2,0,0,8,3,0,0,0,2,1,0,0,9,0,0.214,0.286,0.226,日本ハム,2015
市川 友也,43,120,106,11,24,4,1,2,36,12,0,0,6,1,6,0,1,30,0,0.226,0.34,0.272,日本ハム,2015
鵜久森 淳志,3,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.333,日本ハム,2015
浦野 博司,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,日本ハム,2015
上沢 直之,13,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,日本ハム,2015
大谷 翔平,70,119,109,15,22,4,0,5,41,17,1,0,0,2,8,1,0,43,1,0.202,0.376,0.252,日本ハム,2015
大野 奨太,74,180,155,10,30,8,0,0,38,10,1,0,8,0,16,0,1,29,6,0.194,0.245,0.273,日本ハム,2015
岡 大海,101,294,259,35,61,14,0,4,87,26,18,3,10,1,17,0,7,64,8,0.236,0.336,0.299,日本ハム,2015
ガラテ,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,日本ハム,2015
北 篤,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,日本ハム,2015
近藤 健介,129,504,435,68,142,33,2,8,203,60,6,2,3,5,59,2,2,59,9,0.326,0.467,0.405,日本ハム,2015
佐藤 賢治,16,29,28,3,6,1,0,0,7,5,0,0,0,0,1,0,0,14,0,0.214,0.25,0.241,日本ハム,2015
清水 優心,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,日本ハム,2015
杉谷 拳士,84,192,166,25,49,5,2,1,61,12,8,7,9,1,9,0,7,28,1,0.295,0.367,0.355,日本ハム,2015
高濱 祐仁,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,日本ハム,2015
田中 賢介,134,596,532,62,151,20,2,4,187,66,9,3,5,1,57,0,1,58,9,0.284,0.352,0.354,日本ハム,2015
谷口 雄也,48,124,107,15,26,5,0,2,37,10,5,2,1,2,14,0,0,25,3,0.243,0.346,0.325,日本ハム,2015
中島 卓也,143,617,515,69,136,8,2,0,148,39,34,7,34,0,66,0,2,93,10,0.264,0.287,0.35,日本ハム,2015
中田 翔,143,611,539,72,142,26,0,30,258,102,1,0,0,7,64,4,1,120,11,0.263,0.479,0.339,日本ハム,2015
西川 遥輝,125,521,442,68,122,18,9,5,173,35,30,7,15,0,60,2,4,98,1,0.276,0.391,0.368,日本ハム,2015
ハーミッダ,50,192,166,12,35,8,1,1,48,18,1,1,0,0,24,0,2,60,1,0.211,0.289,0.318,日本ハム,2015
松本 剛,11,14,11,2,2,1,0,0,3,0,0,0,2,0,1,0,0,5,0,0.182,0.273,0.25,日本ハム,2015
メンドーサ,26,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0,0.0,日本ハム,2015
矢野 謙次,40,84,76,5,15,4,0,1,22,5,0,0,0,0,4,0,4,10,3,0.197,0.289,0.274,日本ハム,2015
陽 岱鋼,86,381,352,47,91,10,2,7,126,36,14,2,2,2,21,1,4,93,4,0.259,0.358,0.306,日本ハム,2015
吉川 光夫,26,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,日本ハム,2015
レアード,143,554,498,62,115,22,2,34,243,97,1,0,0,4,43,0,9,129,18,0.231,0.488,0.301,日本ハム,2015
渡邉 諒,9,13,13,0,2,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0.154,0.154,0.154,日本ハム,2015
明石 健志,115,394,342,49,90,12,3,3,117,30,11,5,12,4,31,1,5,64,4,0.263,0.342,0.33,ソフトバンク,2015
斐紹,11,9,6,0,1,0,0,0,1,0,0,1,0,0,3,0,0,1,1,0.167,0.167,0.444,ソフトバンク,2015
李 大浩,141,584,510,68,144,30,0,31,267,98,0,1,0,3,62,0,9,109,17,0.282,0.524,0.368,ソフトバンク,2015
猪本 健太郎,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,ソフトバンク,2015
今宮 健太,142,530,457,52,104,18,3,7,149,45,3,3,35,4,34,0,0,83,13,0.228,0.326,0.279,ソフトバンク,2015
上林 誠知,15,45,44,6,14,4,1,2,26,6,0,2,0,0,0,0,1,13,0,0.318,0.591,0.333,ソフトバンク,2015
内川 聖一,136,585,529,60,150,24,1,11,209,82,1,0,0,7,45,2,4,55,24,0.284,0.395,0.34,ソフトバンク,2015
江川 智晃,25,37,34,4,7,3,0,1,13,4,0,0,0,1,2,0,0,11,1,0.206,0.382,0.243,ソフトバンク,2015
大隣 憲司,11,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,ソフトバンク,2015
カニザレス,14,36,33,3,11,1,0,1,15,3,0,0,0,0,3,0,0,5,1,0.333,0.455,0.389,ソフトバンク,2015
金子 圭輔,9,4,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0.5,ソフトバンク,2015
川島 慶三,77,194,157,34,43,6,4,2,63,20,7,2,9,3,22,0,3,29,2,0.274,0.401,0.368,ソフトバンク,2015
スタンリッジ,23,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,ソフトバンク,2015
攝津 正,20,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,ソフトバンク,2015
高田 知季,81,175,156,16,37,3,1,1,45,11,4,2,7,0,12,0,0,43,2,0.237,0.288,0.292,ソフトバンク,2015
高谷 裕亮,93,192,171,14,30,6,1,1,41,16,0,1,8,0,13,0,0,31,2,0.175,0.24,0.234,ソフトバンク,2015
武田 翔太,25,6,5,0,1,0,0,0,1,1,0,0,1,0,0,0,0,3,0,0.2,0.2,0.2,ソフトバンク,2015
塚田 正義,12,12,12,1,2,0,0,1,5,1,2,0,0,0,0,0,0,2,0,0.167,0.417,0.167,ソフトバンク,2015
鶴岡 慎也,56,142,128,7,25,3,1,1,33,9,1,0,5,2,7,0,0,17,2,0.195,0.258,0.234,ソフトバンク,2015
寺原 隼人,21,3,3,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0.333,0.333,0.333,ソフトバンク,2015
中田 賢一,24,7,7,1,3,1,0,0,4,2,0,0,0,0,0,0,0,4,0,0.429,0.571,0.429,ソフトバンク,2015
中村 晃,135,590,506,58,152,22,0,1,177,39,7,4,9,3,66,0,6,47,7,0.3,0.35,0.386,ソフトバンク,2015
二保 旭,44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,ソフトバンク,2015
長谷川 勇也,30,96,85,8,19,0,0,5,34,12,0,0,0,0,11,1,0,27,0,0.224,0.4,0.313,ソフトバンク,2015
福田 秀平,84,183,168,28,39,11,2,1,57,14,10,4,3,0,12,0,0,35,1,0.232,0.339,0.283,ソフトバンク,2015
細川 亨,59,114,95,4,11,5,0,0,16,5,0,0,9,1,9,0,0,37,2,0.116,0.168,0.19,ソフトバンク,2015
細山田 武史,12,8,6,2,1,1,0,0,2,2,1,0,1,0,1,1,0,0,0,0.167,0.333,0.286,ソフトバンク,2015
本多 雄一,61,174,158,17,36,8,0,0,44,4,5,4,6,0,9,0,1,36,2,0.228,0.278,0.274,ソフトバンク,2015
牧原 大成,43,51,44,6,7,1,0,0,8,4,2,0,4,2,0,0,1,4,2,0.159,0.182,0.17,ソフトバンク,2015
松田 宣浩,143,603,533,91,153,22,2,35,284,94,8,10,0,8,60,3,2,135,17,0.287,0.533,0.357,ソフトバンク,2015
松中 信彦,9,16,15,0,1,0,0,0,1,1,0,0,0,0,1,0,0,9,0,0.067,0.067,0.125,ソフトバンク,2015
柳田 悠岐,138,605,502,110,182,31,1,34,317,99,32,8,0,1,88,4,14,101,9,0.363,0.631,0.469,ソフトバンク,2015
吉村 裕基,73,151,129,12,28,5,2,3,46,15,0,0,0,1,16,2,5,36,1,0.217,0.357,0.325,ソフトバンク,2015
秋山 翔吾,143,675,602,108,216,36,10,14,314,55,17,17,7,2,60,2,4,78,6,0.359,0.522,0.419,西武,2015
浅村 栄斗,141,627,537,88,145,19,2,13,207,81,12,9,2,7,69,0,12,136,13,0.27,0.385,0.362,西武,2015
上本 達之,6,14,13,1,2,0,0,0,2,1,0,0,0,0,1,0,0,2,1,0.154,0.154,0.214,西武,2015
大崎 雄太朗,47,85,73,2,16,3,0,1,22,9,0,0,2,3,5,1,2,16,0,0.219,0.301,0.277,西武,2015
岡田 雅利,36,54,50,3,12,0,0,1,15,5,0,0,1,0,3,0,0,10,1,0.24,0.3,0.283,西武,2015
鬼崎 裕司,59,124,107,9,21,5,0,0,26,6,1,0,6,1,10,0,0,23,1,0.196,0.243,0.263,西武,2015
郭 俊麟,21,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.0,0.0,西武,2015
金子 侑司,57,176,156,22,35,4,3,1,48,6,11,7,10,0,10,0,0,43,0,0.224,0.308,0.271,西武,2015
菊池 雄星,23,4,4,0,1,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0.25,0.5,0.25,西武,2015
岸 孝之,16,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,西武,2015
木村 文紀,49,92,82,12,16,4,1,5,37,12,1,0,4,0,4,0,2,28,0,0.195,0.451,0.25,西武,2015
熊代 聖人,38,41,36,3,4,0,0,0,4,3,1,0,1,1,3,0,0,6,0,0.111,0.111,0.175,西武,2015
栗山 巧,142,622,533,66,143,25,0,10,198,42,3,1,8,4,72,0,5,88,15,0.268,0.371,0.358,西武,2015
斉藤 彰吾,103,112,96,19,25,5,0,2,36,5,4,2,7,0,5,0,4,35,1,0.26,0.375,0.324,西武,2015
坂田 遼,15,42,41,0,6,2,0,0,8,1,0,0,0,0,1,0,0,10,1,0.146,0.195,0.167,西武,2015
炭谷 銀仁朗,133,443,399,31,84,16,0,4,112,35,0,0,22,2,16,0,4,87,7,0.211,0.281,0.247,西武,2015
セラテリ,33,74,60,8,11,1,1,0,14,6,1,0,1,0,12,0,1,21,1,0.183,0.233,0.329,西武,2015
田代 将太郎,7,7,7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0.143,0.143,0.143,西武,2015
十亀 剣,26,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,西武,2015
外崎 修汰,43,110,97,16,18,3,0,1,24,4,9,1,6,0,6,0,1,30,1,0.186,0.247,0.24,西武,2015
永江 恭平,54,30,22,6,4,0,1,0,6,4,0,0,5,0,1,0,2,13,0,0.182,0.273,0.28,西武,2015
中田 祥多,8,12,9,0,0,0,0,0,0,0,0,0,1,0,2,0,0,5,0,0.0,0.0,0.182,西武,2015
中村 剛也,139,599,521,82,145,35,0,37,291,124,1,0,0,3,68,4,7,172,12,0.278,0.559,0.367,西武,2015
西口 文也,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,西武,2015
野上 亮磨,27,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0.0,0.0,0.0,西武,2015
牧田 和久,34,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,西武,2015
メヒア,135,525,473,52,111,31,0,27,223,89,0,0,0,2,45,1,5,153,14,0.235,0.471,0.307,西武,2015
森 友哉,138,531,474,51,136,33,1,17,222,68,0,4,0,3,44,3,9,143,5,0.287,0.468,0.357,西武,2015
森本 稀哲,12,15,12,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,0,0.0,0.0,0.143,西武,2015
山川 穂高,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,西武,2015
米野 智人,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,西武,2015
脇谷 亮太,118,272,235,32,69,13,1,3,93,22,4,2,8,1,27,0,1,47,3,0.294,0.396,0.367,西武,2015
渡辺 直人,83,188,158,20,43,7,1,0,52,23,1,0,10,1,14,0,5,26,2,0.272,0.329,0.348,西武,2015
青松 慶侑,13,20,20,2,3,1,0,1,7,2,0,0,0,0,0,0,0,7,0,0.15,0.35,0.15,ロッテ,2015
イ・デウン,37,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,ロッテ,2015
