player,team,ERA,G,W,L,SV,HLD,WPCT,BF,IP,HA,HRA,BB,HBP,SO,R,ER,WHIP,DIPS,year
由規,ヤクルト,4.31,10,3,5,0,0,0.375,234,54.1,48,4,33,0,46,29,26,1.49,4.21,2017
スタンリッジ,ロッテ,4.32,14,4,6,0,0,0.4,349,77.0,84,9,38,7,52,40,37,1.58,5.00,2017
白村　明弘,日本ハム,4.32,24,1,3,1,1,0.25,137,33.1,24,4,14,1,29,17,16,1.14,4.29,2017
中川　皓太,巨人,4.32,18,0,0,0,0,0.0,107,25.0,28,2,4,2,19,12,12,1.28,3.36,2017
笠原　大芽,ソフトバンク,4.32,6,0,0,0,0,0.0,34,8.1,5,1,4,2,3,4,4,1.08,6.12,2017
小野　泰己,阪神,4.35,15,2,7,0,0,0.222,343,78.2,78,6,40,5,63,38,38,1.50,4.23,2017
石川　直也,日本ハム,4.35,37,0,1,0,7,0.0,228,49.2,53,8,28,0,51,24,24,1.63,4.73,2017
浦野　博司,日本ハム,4.36,7,3,3,0,0,0.5,147,33.0,42,4,10,0,17,18,16,1.58,4.57,2017
成田　翔,ロッテ,4.38,4,0,2,0,1,0.0,52,12.1,12,2,4,1,8,8,6,1.30,5.15,2017
山﨑　福也,オリックス,4.40,15,2,5,0,0,0.286,205,45.0,52,8,20,0,21,29,22,1.60,5.83,2017
加賀　繁,DeNA,4.44,33,2,0,0,10,1.0,115,26.1,29,4,7,0,20,15,13,1.37,4.15,2017
松葉　貴大,オリックス,4.46,23,3,12,0,0,0.2,552,133.1,133,16,32,2,72,70,66,1.24,4.37,2017
柳　裕也,中日,4.47,11,1,4,0,0,0.2,202,50.1,42,5,12,0,45,25,25,1.07,3.34,2017
田中　健二朗,DeNA,4.47,60,1,3,0,11,0.25,205,48.1,43,3,23,1,36,26,24,1.37,3.93,2017
唐川　侑己,ロッテ,4.49,21,5,10,0,0,0.333,555,126.1,135,18,37,7,86,69,63,1.36,4.66,2017
中村　勝,日本ハム,4.50,2,1,0,0,0,1.0,48,10.0,9,2,9,1,4,5,5,1.80,7.92,2017
ウエスト,オリックス,4.50,2,0,0,0,0,0.0,10,2.0,1,0,3,0,0,1,1,2.00,7.62,2017
コーク,オリックス,4.56,6,2,3,0,0,0.4,106,23.2,30,2,10,1,16,13,12,1.69,4.26,2017
佐野　泰雄,西武,4.56,6,3,1,0,0,0.75,110,23.2,29,1,11,3,12,14,12,1.69,4.43,2017
中田　賢一,ソフトバンク,4.57,18,7,6,0,0,0.538,380,86.2,82,15,40,9,78,44,44,1.41,5.27,2017
森　雄大,楽天,4.68,8,1,1,0,0,0.5,114,25.0,18,0,21,2,17,17,13,1.56,4.52,2017
本田　圭佑,西武,4.70,5,0,0,0,0,0.0,36,7.2,7,0,6,0,5,4,4,1.70,4.16,2017
平田　真吾,DeNA,4.71,33,0,1,0,1,0.0,157,36.1,32,5,17,4,29,19,19,1.35,5.05,2017
近藤　一樹,ヤクルト,4.72,54,2,4,1,14,0.333,234,55.1,49,9,17,4,55,29,29,1.19,4.39,2017
星　知弥,ヤクルト,4.73,24,4,7,0,2,0.364,494,110.1,116,14,49,5,71,64,58,1.50,4.92,2017
西野　勇士,ロッテ,4.73,5,2,3,0,0,0.4,123,26.2,31,2,14,0,17,15,14,1.69,4.28,2017
有原　航平,日本ハム,4.74,25,10,13,0,0,0.435,726,169.0,194,21,39,4,88,97,89,1.38,4.42,2017
宮國　椋丞,巨人,4.74,17,1,7,0,1,0.125,246,57.0,64,5,18,0,41,32,30,1.44,3.77,2017
クライン,DeNA,4.75,7,2,3,0,0,0.4,163,36.0,35,5,22,3,27,25,19,1.58,5.51,2017
山本　哲哉,ヤクルト,4.76,32,0,1,0,1,0.0,155,34.0,42,4,13,1,10,21,18,1.62,5.30,2017
松本　裕樹,ソフトバンク,4.78,15,2,4,0,0,0.333,263,58.1,61,5,29,2,43,31,31,1.54,4.35,2017
岩瀬　仁紀,中日,4.79,50,3,6,2,26,0.333,154,35.2,37,2,14,1,28,19,19,1.43,3.46,2017
森原　康平,楽天,4.81,42,2,4,0,13,0.333,171,39.1,42,3,13,0,21,22,21,1.40,4.04,2017
小笠原　慎之介,中日,4.84,22,5,8,0,0,0.385,522,119.0,124,21,53,1,105,65,64,1.49,4.99,2017
阿知羅　拓馬,中日,4.85,4,0,1,0,0,0.0,54,13.0,12,2,5,0,8,7,7,1.31,5.04,2017
菊池　保則,楽天,4.91,7,0,0,0,1,0.0,35,7.1,8,0,4,0,9,7,4,1.64,2.30,2017
釜田　佳直,楽天,4.95,12,4,3,0,1,0.571,254,56.1,67,7,19,4,34,34,31,1.53,4.75,2017
岩貞　祐太,阪神,4.96,18,5,10,0,0,0.333,428,98.0,93,14,44,4,93,56,54,1.40,4.55,2017
菅原　秀,楽天,5.02,29,1,0,0,1,1.0,136,28.2,33,2,17,1,26,17,16,1.74,4.10,2017
松田　遼馬,阪神,5.05,26,1,2,0,1,0.333,161,35.2,37,5,17,1,33,23,20,1.51,4.61,2017
岡本　健,ソフトバンク,5.06,14,1,0,0,1,1.0,75,16.0,19,2,8,0,10,9,9,1.69,5.00,2017
乾　真大,巨人,5.06,5,0,0,0,0,0.0,25,5.1,8,0,3,0,5,3,3,2.06,2.93,2017
石川　歩,ロッテ,5.09,16,3,11,0,0,0.214,424,97.1,113,9,23,2,73,62,55,1.40,3.59,2017
大竹　寛,巨人,5.09,13,4,4,0,0,0.5,300,69.0,75,9,18,3,50,41,39,1.35,4.28,2017
益田　直也,ロッテ,5.09,38,0,4,9,6,0.0,162,35.1,46,8,15,0,29,20,20,1.73,5.53,2017
南　昌輝,ロッテ,5.09,19,0,1,0,5,0.0,81,17.2,21,3,10,0,13,11,10,1.75,5.55,2017
石川　雅規,ヤクルト,5.11,23,4,14,0,0,0.222,540,123.1,149,18,28,4,88,72,70,1.44,4.32,2017
三上　朋也,DeNA,5.12,61,3,3,0,31,0.5,213,51.0,47,8,16,2,29,31,29,1.24,5.02,2017
山中　浩史,ヤクルト,5.14,13,2,6,0,0,0.25,333,75.1,91,11,17,4,29,45,43,1.43,5.04,2017
メンドーサ,阪神,5.14,4,0,2,0,0,0.0,90,21.0,22,2,6,1,15,12,12,1.33,3.93,2017
岡田　俊哉,中日,5.14,9,0,2,0,2,0.0,31,7.0,9,1,1,0,4,5,4,1.43,4.26,2017
井口　和朋,日本ハム,5.16,17,0,1,0,0,0.0,94,22.2,19,7,7,0,13,14,13,1.15,6.78,2017
床田　寛樹,広島,5.19,3,1,1,0,0,0.5,71,17.1,16,2,3,0,16,10,10,1.10,3.29,2017
濱矢　廣大,楽天,5.19,9,0,0,0,0,0.0,46,8.2,9,1,10,0,8,5,5,2.19,6.24,2017
吉見　一起,中日,5.23,14,3,7,0,0,0.3,334,75.2,93,8,14,1,38,49,44,1.41,4.08,2017
山本　由伸,オリックス,5.32,5,1,1,0,0,0.5,109,23.2,32,3,7,1,20,14,14,1.65,4.09,2017
吉田　侑樹,日本ハム,5.32,5,2,2,0,0,0.5,110,23.2,31,4,9,0,9,15,14,1.69,5.70,2017
岡本　洋介,西武,5.34,14,6,3,1,0,0.667,286,64.0,65,15,23,7,35,42,38,1.38,6.48,2017
久保　康友,DeNA,5.35,7,4,2,0,0,0.667,172,37.0,46,6,14,0,33,30,22,1.62,4.42,2017
熊原　健人,DeNA,5.40,4,3,1,0,0,0.75,91,20.0,23,6,11,1,17,16,12,1.70,7.12,2017
成瀬　善久,ヤクルト,5.40,12,0,1,0,0,0.0,70,16.2,16,4,5,0,10,11,10,1.26,5.94,2017
佐藤　優,中日,5.40,13,2,0,0,2,1.0,62,13.1,18,0,5,1,8,8,8,1.73,3.27,2017
今井　啓介,広島,5.40,4,0,0,0,0,0.0,23,5.0,7,1,2,0,5,3,3,1.80,4.92,2017
オスカル,広島,5.40,2,0,0,0,0,0.0,6,1.2,1,0,0,0,0,1,1,0.60,3.12,2017
オーレンドルフ,ヤクルト,5.50,4,0,1,0,0,0.0,84,18.0,18,1,11,1,15,13,11,1.61,4.18,2017
若松　駿太,中日,5.55,7,1,4,0,0,0.2,162,35.2,49,4,11,1,16,25,22,1.68,4.69,2017
攝津　正,ソフトバンク,5.61,7,0,2,0,1,0.0,147,33.2,37,2,12,1,21,21,21,1.46,3.80,2017
エスコバー,日本ハム,5.64,14,1,2,0,0,0.333,117,22.1,31,2,13,3,19,22,14,1.97,4.73,2017
桜井　俊貴,巨人,5.67,19,0,1,0,0,0.0,126,27.0,28,2,15,2,16,18,17,1.59,4.79,2017
今村　信貴,巨人,5.68,3,0,2,0,0,0.0,34,6.1,12,1,3,1,6,5,4,2.37,5.17,2017
八木　智哉,中日,5.73,3,1,0,0,0,1.0,49,11.0,11,2,5,1,6,7,7,1.45,6.03,2017
福谷　浩司,中日,5.74,25,1,1,0,2,0.5,122,26.2,35,5,9,1,26,17,17,1.65,4.73,2017
内海　哲也,巨人,5.77,12,2,7,0,0,0.222,258,57.2,66,10,18,3,34,37,37,1.46,5.29,2017
塚原　頌平,オリックス,5.79,4,0,0,0,0,0.0,20,4.2,4,0,2,0,4,3,3,1.29,2.69,2017
ロンドン,中日,5.79,4,0,0,0,0,0.0,25,4.2,7,0,2,2,4,3,3,1.93,3.98,2017
水野　滉也,DeNA,5.79,1,0,1,0,0,0.0,21,4.2,5,0,2,1,5,3,3,1.50,2.91,2017
吉川　光夫,巨人,5.87,12,1,3,0,0,0.25,181,38.1,51,4,15,4,28,28,25,1.72,4.50,2017
山本　翔也,阪神,5.87,6,0,0,0,0,0.0,38,7.2,10,1,3,0,3,6,5,1.70,5.21,2017
海田　智行,オリックス,5.91,12,0,1,0,3,0.0,46,10.2,8,1,7,0,5,7,7,1.41,5.09,2017
谷元　圭介,中日,6.00,18,0,1,0,6,0.0,80,18.0,20,4,6,0,14,12,12,1.44,5.45,2017
福倉　健太郎,西武,6.00,10,0,0,0,0,0.0,81,18.0,20,5,8,0,12,12,12,1.56,6.73,2017
菊沢　竜佑,ヤクルト,6.00,2,0,0,0,0,0.0,16,3.0,5,1,2,0,3,2,2,2.33,7.45,2017
上原　健太,日本ハム,6.23,9,1,5,0,0,0.167,166,34.2,44,7,20,0,29,27,24,1.85,5.80,2017
戸村　健次,楽天,6.23,13,2,1,0,0,0.667,116,26.0,30,6,9,2,22,20,18,1.50,5.70,2017
ガルセス,西武,6.39,18,2,2,0,0,0.5,140,31.0,29,5,18,2,21,25,22,1.52,5.80,2017
山口　俊,巨人,6.43,4,1,1,0,0,0.5,97,21.0,24,5,16,1,22,15,15,1.90,6.55,2017
高橋　樹也,広島,6.43,10,0,2,0,0,0.0,67,14.0,18,1,6,0,9,15,10,1.71,4.05,2017
アラウホ,中日,6.48,6,1,0,0,0,1.0,38,8.1,9,1,3,2,6,6,6,1.44,5.04,2017
尾仲　祐哉,DeNA,6.52,11,1,1,0,0,0.5,96,19.1,22,2,15,0,17,16,14,1.91,5.03,2017
メンデス,阪神,6.52,8,0,0,0,1,0.0,45,9.2,12,1,3,1,9,9,7,1.55,3.84,2017
三嶋　一輝,DeNA,6.53,16,0,1,0,0,0.0,99,20.2,29,4,9,0,17,17,15,1.84,5.30,2017
ヘーゲンズ,広島,6.60,11,0,0,0,0,0.0,73,15.0,24,1,7,0,10,12,11,2.07,4.05,2017
斎藤　佑樹,日本ハム,6.75,6,1,3,0,0,0.25,126,28.0,39,3,5,2,14,23,21,1.57,4.26,2017
戸根　千明,巨人,6.75,6,1,0,0,0,1.0,45,8.0,13,1,4,2,11,8,6,2.13,4.25,2017
梅野　雄吾,ヤクルト,6.75,2,0,1,0,0,0.0,37,8.0,5,1,9,0,8,7,6,1.75,6.12,2017
風張　蓮,ヤクルト,6.75,3,0,0,0,0,0.0,16,4.0,3,1,1,0,3,3,3,1.00,5.62,2017
青山　大紀,オリックス,6.75,1,0,0,0,0,0.0,19,4.0,4,1,5,0,2,3,3,2.25,9.12,2017
髙橋　朋己,西武,6.75,3,0,1,0,0,0.0,13,2.2,3,1,2,0,2,2,2,1.88,8.75,2017
ファイフ,西武,6.86,5,1,1,0,0,0.5,108,21.0,32,2,13,2,11,17,16,2.14,5.45,2017
東條　大樹,ロッテ,6.88,12,0,0,0,1,0.0,78,17.0,18,1,11,2,17,13,13,1.71,4.18,2017
田村　伊知郎,西武,6.91,12,0,0,0,0,0.0,66,14.1,18,6,6,0,9,12,11,1.67,8.56,2017
平良　拳太郎,DeNA,7.07,4,1,3,0,0,0.25,71,14.0,21,4,9,1,6,16,11,2.14,8.12,2017
赤間　謙,オリックス,7.15,7,1,0,0,0,1.0,50,11.1,18,2,1,0,4,9,9,1.68,4.97,2017
福井　優也,広島,7.16,5,1,3,0,0,0.25,131,27.2,36,1,12,2,15,24,22,1.73,4.02,2017
佐藤　達也,オリックス,7.30,12,0,1,0,2,0.0,56,12.1,15,2,5,0,12,11,10,1.62,4.50,2017
南川　忠亮,西武,7.71,5,0,0,0,0,0.0,23,4.2,6,1,4,0,5,4,4,2.14,6.33,2017
宮﨑　敦次,ロッテ,7.88,6,0,0,0,0,0.0,43,8.0,11,0,3,3,7,9,7,1.75,3.62,2017
福　敬登,中日,7.94,5,0,0,0,0,0.0,27,5.2,8,2,2,0,7,6,5,1.76,6.30,2017
須田　幸太,DeNA,8.10,23,0,2,0,9,0.0,73,16.2,16,1,9,1,14,15,15,1.50,3.84,2017
丸山　泰資,中日,8.25,8,0,0,0,0,0.0,57,12.0,16,2,6,1,10,13,11,1.83,5.37,2017
小石　博孝,西武,8.74,10,0,0,0,0,0.0,56,11.1,17,2,6,1,8,11,11,2.03,5.86,2017
山田　修義,オリックス,8.76,4,0,3,0,0,0.0,71,12.1,21,2,10,2,13,16,12,2.51,6.04,2017
石井　裕也,日本ハム,9.00,8,0,0,0,0,0.0,31,6.0,9,2,2,0,4,7,6,1.83,7.12,2017
小野　郁,楽天,9.00,2,0,0,0,0,0.0,8,2.0,2,2,0,0,1,2,2,1.00,15.12,2017
土肥　星也,ロッテ,9.31,18,0,1,0,2,0.0,98,19.1,25,4,12,2,14,22,20,1.91,6.53,2017
小熊　凌祐,中日,9.53,4,0,3,0,0,0.0,77,17.0,22,6,5,0,9,18,18,1.59,7.53,2017
入野　貴大,楽天,9.53,7,0,0,0,0,0.0,24,5.2,9,3,0,0,2,6,6,1.59,9.30,2017
平井　諒,ヤクルト,10.13,4,0,0,0,0,0.0,19,2.2,5,0,4,1,3,4,3,3.38,6.50,2017
飯田　哲矢,広島,10.29,8,0,0,0,1,0.0,41,7.0,15,0,5,0,8,8,8,2.86,2.98,2017
加治屋　蓮,ソフトバンク,10.38,2,0,0,0,0,0.0,21,4.1,5,3,4,0,2,5,5,2.08,13.97,2017
戸田　隆矢,広島,11.05,3,0,0,0,1,0.0,34,7.1,10,1,1,0,7,9,9,1.50,3.39,2017
小山　雄輝,楽天,11.12,5,0,0,0,0,0.0,32,5.2,11,0,5,1,4,8,7,2.82,4.88,2017
中尾　輝,ヤクルト,11.25,2,0,1,0,0,0.0,25,4.0,8,1,3,0,4,7,5,2.75,6.62,2017
福永　春吾,阪神,11.25,1,0,0,0,0,0.0,25,4.0,10,1,3,0,3,6,5,3.25,7.12,2017
高野　圭佑,ロッテ,11.81,8,0,0,0,0,0.0,60,10.2,18,1,7,2,7,16,14,2.34,5.56,2017
谷岡　竜平,巨人,12.00,5,0,1,0,0,0.0,36,6.0,12,1,8,0,7,8,8,3.33,6.95,2017
館山　昌平,ヤクルト,12.00,2,0,1,0,0,0.0,31,6.0,10,3,3,1,3,8,8,2.17,10.62,2017
浅尾　拓也,中日,12.00,4,0,0,0,1,0.0,16,3.0,6,0,2,0,5,4,4,2.67,1.79,2017
髙橋　純平,ソフトバンク,12.00,1,0,0,0,0,0.0,16,3.0,6,2,2,0,5,4,4,2.67,10.45,2017
中島　彰吾,ヤクルト,13.50,2,0,0,0,0,0.0,26,4.2,11,3,1,0,3,7,7,2.57,10.83,2017
小澤　怜史,ソフトバンク,13.50,2,0,0,0,0,0.0,12,2.0,5,0,1,0,2,3,3,3.00,2.62,2017
黒沢　翔太,ロッテ,13.50,2,0,0,0,0,0.0,12,2.0,5,1,0,1,1,4,3,2.50,10.12,2017
阿部　和成,ロッテ,13.50,2,0,0,0,0,0.0,10,2.0,3,2,1,0,1,3,3,2.00,16.62,2017
大隣　憲司,ソフトバンク,14.73,1,0,1,0,0,0.0,20,3.2,9,3,1,0,1,6,6,2.73,14.03,2017
江柄子　裕樹,巨人,15.00,2,0,0,0,0,0.0,14,3.0,5,2,0,0,2,5,5,1.67,10.45,2017
寺島　成輝,ヤクルト,15.00,1,0,0,0,0,0.0,18,3.0,5,1,3,0,3,5,5,2.67,8.45,2017
コラレス,楽天,15.00,1,0,0,0,0,0.0,20,3.0,5,0,6,1,3,5,5,3.67,8.12,2017
金刃　憲人,楽天,16.20,6,0,1,0,1,0.0,20,3.1,5,1,3,2,3,6,6,2.40,9.72,2017
藤岡　貴裕,ロッテ,16.62,10,0,0,0,0,0.0,53,8.2,14,2,12,1,5,16,16,3.00,9.47,2017
誠,西武,19.50,5,0,1,0,0,0.0,33,6.0,9,3,5,1,8,13,13,2.33,9.95,2017
吉田　凌,オリックス,20.25,1,0,1,0,0,0.0,16,2.2,5,0,2,0,0,6,6,2.63,5.37,2017
キャンデラリオ,西武,21.00,1,0,1,0,0,0.0,19,3.0,9,2,2,0,6,7,7,3.67,9.79,2017
久古　健太郎,ヤクルト,27.00,6,0,0,0,1,0.0,14,1.2,7,1,1,1,1,5,5,4.80,13.32,2017
高崎　健太郎,DeNA,27.00,1,0,0,0,0,0.0,8,1.0,4,0,1,0,0,3,3,5.00,6.12,2017
中塚　駿太,西武,27.00,1,0,0,0,0,0.0,5,0.2,0,0,3,0,0,2,2,4.50,16.62,2017
安藤　優也,阪神,27.00,1,0,0,0,0,0.0,2,0.1,1,1,0,0,0,1,1,3.00,42.12,2017
柳瀬　明宏,阪神,43.20,2,0,0,0,0,0.0,16,1.2,9,3,2,0,0,8,8,6.60,30.12,2017
屋宜　照悟,ヤクルト,54.00,2,0,0,0,0,0.0,9,1.0,6,1,0,0,0,6,6,6.00,16.12,2017
守屋　功輝,阪神,-,1,0,0,0,0,0.0,2,0.0,2,0,0,0,0,1,1,-,-,2017
永野　将司,ロッテ,0.00,4,0,0,0,0,0.0,15,4.0,1,0,4,0,3,0,0,1.25,4.62,2018
笠井　崇正,DeNA,0.00,2,0,0,0,0,0.0,12,3.0,0,0,4,0,3,0,0,1.33,4.12,2018
岩嵜　翔,ソフトバンク,0.00,2,1,0,0,1,1.0,5,2.0,0,0,0,0,2,0,0,0.00,1.12,2018
山本　拓実,中日,0.00,1,0,0,0,0,0.0,8,2.0,1,0,2,0,3,0,0,1.50,3.12,2018
石川　翔,中日,0.00,1,0,0,0,1,0.0,3,1.0,0,0,0,0,0,0,0,0.00,3.12,2018
立田　将太,日本ハム,0.00,1,0,0,0,0,0.0,3,1.0,0,0,0,0,1,0,0,0.00,1.12,2018
田川　賢吾,ヤクルト,0.00,1,0,0,0,0,0.0,4,1.0,0,0,1,0,1,0,0,1.00,4.12,2018
北浦　竜次,日本ハム,0.00,1,0,0,0,1,0.0,3,1.0,0,0,0,0,1,0,0,0.00,1.12,2018
カンポス,広島,0.00,1,0,0,0,0,0.0,4,1.0,1,0,1,0,0,0,0,2.00,6.12,2018
石井　裕也,日本ハム,0.00,1,0,0,0,1,0.0,1,0.1,0,0,0,0,0,0,0,0.00,3.12,2018
福　敬登,中日,0.00,1,0,0,0,0,0.0,2,0.1,0,0,1,0,0,0,0,3.00,12.12,2018
ヘルウェグ,広島,1.13,7,0,0,0,2,0.0,33,8.0,4,0,5,1,10,1,1,1.13,2.87,2018
菊池　保則,楽天,1.38,3,0,0,0,0,0.0,55,13.0,11,1,4,1,15,2,2,1.15,2.97,2018
東條　大樹,ロッテ,1.54,11,0,0,0,2,0.0,42,11.2,6,2,4,0,10,2,2,0.86,4.66,2018
小川　龍也,西武,1.59,15,1,0,0,4,1.0,46,11.1,11,0,3,1,7,3,2,1.24,2.94,2018
フランスア,広島,1.66,47,3,4,1,19,0.429,267,65.0,38,3,34,2,81,16,12,1.11,2.84,2018
久保　裕也,楽天,1.71,25,1,0,1,3,1.0,112,26.1,22,4,11,1,18,6,5,1.25,4.98,2018
宋　家豪,楽天,1.73,40,5,3,0,6,0.625,167,41.2,26,5,21,0,38,9,8,1.13,4.01,2018
宮西　尚生,日本ハム,1.80,55,4,3,0,37,0.571,186,45.0,29,1,20,5,39,11,9,1.09,3.14,2018
今野　龍太,楽天,1.80,3,0,0,0,0,0.0,22,5.0,4,0,4,0,6,1,1,1.60,2.52,2018
青山　浩二,楽天,1.85,52,4,1,0,26,0.8,200,48.2,35,2,21,4,37,11,10,1.15,3.55,2018
ミランダ,ソフトバンク,1.89,8,6,1,0,0,0.857,191,47.2,28,3,27,0,40,10,10,1.15,3.90,2018
宮國　椋丞,巨人,1.97,29,0,0,0,4,0.0,133,32.0,27,4,10,3,25,8,7,1.16,4.40,2018
ハーマン,楽天,1.99,47,2,3,18,12,0.4,183,45.1,36,2,17,2,44,13,10,1.17,2.88,2018
比嘉　幹貴,オリックス,2.04,43,0,2,1,9,0.0,135,35.1,25,3,7,3,22,10,8,0.91,3.40,2018
メルセデス,巨人,2.05,13,5,4,0,0,0.556,357,92.0,69,4,16,3,53,28,21,0.92,3.15,2018
石山　泰稚,ヤクルト,2.08,71,3,2,35,7,0.6,296,73.2,63,6,15,2,62,19,17,1.06,3.11,2018
佐藤　優,中日,2.08,42,1,2,5,10,0.333,184,43.1,27,2,23,3,51,15,10,1.15,3.17,2018
マーティン,西武,2.08,22,2,1,1,10,0.667,88,21.2,15,2,12,2,26,5,5,1.25,3.86,2018
菅野　智之,巨人,2.14,28,15,8,0,0,0.652,801,202.0,166,14,37,3,200,52,48,1.00,2.62,2018
浦野　博司,日本ハム,2.16,36,2,2,7,9,0.5,167,41.2,33,3,9,0,44,11,10,1.01,2.45,2018
公文　克彦,日本ハム,2.17,57,2,0,0,11,1.0,226,54.0,51,3,14,1,52,15,13,1.20,2.58,2018
竹安　大知,阪神,2.25,2,0,0,0,0,0.0,27,8.0,5,0,1,0,2,2,2,0.75,3.00,2018
阿部　和成,ロッテ,2.25,5,0,1,0,0,0.0,21,4.0,4,0,4,0,2,3,1,2.00,4.37,2018
東明　大貴,オリックス,2.27,7,1,4,0,0,0.2,153,39.2,35,1,3,1,24,10,10,0.96,2.54,2018
ロドリゲス,中日,2.30,26,0,3,1,9,0.0,116,27.1,22,1,14,1,26,9,7,1.32,3.23,2018
藤川　球児,阪神,2.32,53,5,3,2,21,0.625,229,54.1,29,3,37,1,67,20,14,1.21,3.25,2018
岸田　護,オリックス,2.35,17,0,0,0,1,0.0,59,15.1,13,0,2,0,14,4,4,0.98,1.69,2018
西口　直人,楽天,2.35,1,0,0,0,0,0.0,29,7.2,5,1,1,0,3,2,2,0.78,4.42,2018
森　雄大,楽天,2.37,9,0,0,0,0,0.0,80,19.0,17,2,11,0,9,6,5,1.47,5.28,2018
寺原　隼人,ソフトバンク,2.39,21,0,0,0,4,0.0,123,26.1,25,1,18,3,20,8,7,1.63,4.49,2018
高梨　雄平,楽天,2.44,70,1,4,1,16,0.2,212,48.0,38,1,23,6,53,21,13,1.27,2.75,2018
東　克樹,DeNA,2.45,24,11,5,0,0,0.688,626,154.0,130,13,42,2,155,45,42,1.12,3.02,2018
嘉弥真　新也,ソフトバンク,2.45,67,2,1,0,25,0.667,129,33.0,17,3,11,2,28,11,9,0.85,3.70,2018
井口　和朋,日本ハム,2.48,31,1,1,1,7,0.5,129,32.2,26,0,9,0,28,11,9,1.07,2.05,2018
増井　浩俊,オリックス,2.49,63,2,5,35,9,0.286,278,65.0,55,4,33,1,69,18,18,1.35,3.18,2018
ヒース,西武,2.50,42,4,1,13,9,0.8,158,39.2,28,4,8,3,53,11,11,0.91,2.59,2018
澤田　圭佑,オリックス,2.54,47,5,0,0,8,1.0,201,49.2,45,5,11,1,45,14,14,1.13,3.22,2018
能見　篤史,阪神,2.56,45,4,3,1,16,0.571,229,56.1,40,5,19,3,48,23,16,1.05,3.74,2018
田原　誠次,巨人,2.56,29,2,0,0,1,1.0,125,31.2,27,4,8,0,19,9,9,1.11,4.23,2018
パットン,DeNA,2.57,58,5,1,0,33,0.833,235,56.0,53,3,16,3,67,16,16,1.23,2.23,2018
石川　直也,日本ハム,2.59,52,1,2,19,18,0.333,204,48.2,44,4,17,0,53,16,14,1.25,3.00,2018
大瀬良　大地,広島,2.62,27,15,7,0,0,0.682,727,182.0,143,22,41,4,159,65,53,1.01,3.65,2018
桑原　謙太朗,阪神,2.68,62,5,3,0,32,0.625,239,57.0,52,6,12,4,65,19,17,1.12,2.94,2018
モレノ,阪神,2.70,8,0,0,0,3,0.0,28,6.2,8,0,3,0,6,2,2,1.65,2.22,2018
中﨑　翔太,広島,2.71,68,4,2,32,6,0.667,293,66.1,66,7,29,1,56,23,20,1.43,4.02,2018
岸　孝之,楽天,2.72,23,11,4,0,0,0.733,625,159.0,127,21,29,8,159,52,48,0.98,3.48,2018
山﨑　康晃,DeNA,2.72,57,2,4,37,3,0.333,226,56.1,40,5,18,1,63,18,17,1.03,2.89,2018
伊藤　翔,西武,2.73,16,3,0,0,0,1.0,115,26.1,26,1,9,1,13,12,8,1.33,3.77,2018
小川　泰弘,ヤクルト,2.75,18,8,5,0,0,0.615,450,108.0,109,9,24,1,94,36,33,1.23,3.10,2018
ジャクソン,広島,2.76,48,3,2,1,25,0.6,201,45.2,42,6,26,1,48,16,14,1.49,4.43,2018
ヤングマン,巨人,2.77,4,3,1,0,0,0.75,107,26.0,25,2,9,0,25,9,8,1.31,3.12,2018
森　唯斗,ソフトバンク,2.79,66,2,4,37,6,0.333,252,61.1,51,7,19,2,61,20,19,1.14,3.59,2018
畠　世周,巨人,2.79,9,2,0,0,3,1.0,41,9.2,10,0,2,0,10,3,3,1.24,1.67,2018
唐川　侑己,ロッテ,2.83,25,1,3,0,4,0.25,188,47.2,43,5,10,1,31,17,15,1.11,3.81,2018
杉浦　稔大,日本ハム,2.84,3,2,0,0,0,1.0,47,12.2,6,1,3,1,11,4,4,0.71,3.36,2018
ドリス,阪神,2.85,55,1,7,32,4,0.125,229,53.2,50,4,17,2,56,22,17,1.25,3.01,2018
一岡　竜司,広島,2.88,59,5,6,2,18,0.455,238,56.1,46,7,22,0,61,20,18,1.21,3.63,2018
山本　由伸,オリックス,2.89,54,4,2,1,32,0.667,213,53.0,40,4,16,2,46,19,17,1.06,3.33,2018
マシソン,巨人,2.97,34,0,3,8,14,0.0,133,33.1,21,3,13,1,41,12,11,1.02,3.00,2018
ガルシア,中日,2.99,27,13,9,0,0,0.591,711,168.2,144,13,73,6,132,60,56,1.29,3.96,2018
南　昌輝,ロッテ,3.00,35,2,2,0,6,0.5,152,33.0,37,0,17,1,29,13,11,1.64,2.73,2018
高橋　礼,ソフトバンク,3.00,12,0,1,0,0,0.0,123,30.0,23,2,13,4,15,10,10,1.20,4.69,2018
高橋　奎二,ヤクルト,3.00,3,1,1,0,0,0.5,69,15.0,14,4,8,2,20,10,5,1.47,5.92,2018
サファテ,ソフトバンク,3.00,6,1,0,5,0,1.0,25,6.0,4,0,3,0,9,2,2,1.17,1.62,2018
三上　朋也,DeNA,3.05,65,1,1,0,25,0.5,239,56.0,55,3,20,3,40,19,19,1.34,3.41,2018
岡本　健,ソフトバンク,3.05,23,1,0,0,0,1.0,156,38.1,37,3,15,0,21,13,13,1.36,4.22,2018
ボルシンガー,ロッテ,3.06,20,13,2,0,0,0.867,477,117.2,100,7,43,1,84,44,40,1.22,3.56,2018
